account_id,graph_anomaly_score,contributing_factors
803534450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80353C7D0,0.0,baseline structural profile; no graph anomalies detected
80353D530,0.0,baseline structural profile; no graph anomalies detected
803585600,0.0,baseline structural profile; no graph anomalies detected
803591B90,0.0,baseline structural profile; no graph anomalies detected
80359D740,0.0,baseline structural profile; no graph anomalies detected
80359D790,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80359FC90,0.0,baseline structural profile; no graph anomalies detected
8035A00A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8035A9A50,0.0,baseline structural profile; no graph anomalies detected
8035B1D60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8035B1FF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8035C92F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8035F7DA0,0.1,isolated micro-cluster (size=7)
803602B10,0.1,isolated micro-cluster (size=5)
80363F160,0.1,isolated micro-cluster (size=7)
80363F890,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80365A670,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80365C020,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80365E620,0.1,isolated micro-cluster (size=7)
80366E4D0,0.1721,isolated micro-cluster (size=7)
80369B9A0,0.0,baseline structural profile; no graph anomalies detected
8036AB9F0,0.2311,"high flow betweenness centrality (bc=5.19e-07); isolated micro-cluster (size=8); high transaction volume (in=25, out=42)"
8036CCB90,0.1,isolated micro-cluster (size=8)
8036DCEF0,0.1,isolated micro-cluster (size=7)
8036F7090,0.0,baseline structural profile; no graph anomalies detected
8036FA980,0.5221,participates in circular transfer cycle; isolated micro-cluster (size=6)
8036FADE0,0.45,participates in circular transfer cycle; isolated micro-cluster (size=6)
80371AA90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80371B600,0.0,baseline structural profile; no graph anomalies detected
80371D940,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80373DB80,0.0,baseline structural profile; no graph anomalies detected
8037467C0,0.0,baseline structural profile; no graph anomalies detected
803767D50,0.0,baseline structural profile; no graph anomalies detected
80376F850,0.0,baseline structural profile; no graph anomalies detected
803771ED0,0.0,baseline structural profile; no graph anomalies detected
803782210,0.0,baseline structural profile; no graph anomalies detected
803797160,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8037A0EB0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8037BF510,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
8037C2570,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8037DC160,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
8037DC1B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8037E5BB0,0.1,isolated micro-cluster (size=7)
80382B300,0.25,"high flow betweenness centrality (bc=2.77e-06); high transaction volume (in=27, out=174)"
803839810,0.1,isolated micro-cluster (size=10)
803852870,0.0,baseline structural profile; no graph anomalies detected
8038536F0,0.0,baseline structural profile; no graph anomalies detected
803854380,0.1,isolated micro-cluster (size=6)
803864B70,0.0,baseline structural profile; no graph anomalies detected
803878680,0.0,baseline structural profile; no graph anomalies detected
80387B870,0.0,baseline structural profile; no graph anomalies detected
8038D3BF0,0.0,baseline structural profile; no graph anomalies detected
8038FAAD0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803946150,0.0,baseline structural profile; no graph anomalies detected
803952EF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80396DE00,0.1,isolated micro-cluster (size=6)
80396EF00,0.0,baseline structural profile; no graph anomalies detected
80398A160,0.1,isolated micro-cluster (size=8)
8039B60D0,0.2311,"high flow betweenness centrality (bc=5.19e-07); isolated micro-cluster (size=6); high transaction volume (in=30, out=25)"
8039CEA30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8039CF720,0.1,isolated micro-cluster (size=5)
8039D99E0,0.0,baseline structural profile; no graph anomalies detected
8039FEDD0,0.0,baseline structural profile; no graph anomalies detected
803A287E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A2F0E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A2FCC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A32400,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A32F60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A33E10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A3FCC0,0.0,baseline structural profile; no graph anomalies detected
803A43310,0.0,baseline structural profile; no graph anomalies detected
803A544E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A54B70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A5D800,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A663B0,0.0,baseline structural profile; no graph anomalies detected
803A71AA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803A75270,0.1,isolated micro-cluster (size=6)
803A7F390,0.0,baseline structural profile; no graph anomalies detected
803A85FB0,0.0,baseline structural profile; no graph anomalies detected
803AC4350,0.0,baseline structural profile; no graph anomalies detected
803AC4ED0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803AC7250,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803AD76E0,0.1,isolated micro-cluster (size=7)
803AD7730,0.1,isolated micro-cluster (size=7)
803AD7C30,0.2221,"isolated micro-cluster (size=7); high transaction volume (in=39, out=45)"
803ADDEF0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803AEF880,0.1,isolated micro-cluster (size=8)
803AFBCD0,0.0,baseline structural profile; no graph anomalies detected
803B0AA20,0.1,isolated micro-cluster (size=6)
803B17300,0.1,isolated micro-cluster (size=8)
803B1D230,0.0,baseline structural profile; no graph anomalies detected
803B448D0,0.1,isolated micro-cluster (size=6)
803B44970,0.1541,isolated micro-cluster (size=6)
803B74BB0,0.1,isolated micro-cluster (size=6)
803B7C090,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803B82560,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803B8BFC0,0.0,baseline structural profile; no graph anomalies detected
803B8C4E0,0.0,baseline structural profile; no graph anomalies detected
803B965F0,0.0,baseline structural profile; no graph anomalies detected
803B9F410,0.1,isolated micro-cluster (size=8)
803BAA8E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803BAE1F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803BB79C0,0.1,isolated micro-cluster (size=8)
803BB9EA0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
803BBB2D0,0.1,isolated micro-cluster (size=8)
803BC23A0,0.0,baseline structural profile; no graph anomalies detected
803BDFEC0,0.0,baseline structural profile; no graph anomalies detected
803BE1A90,0.0,baseline structural profile; no graph anomalies detected
803BF42C0,0.0,baseline structural profile; no graph anomalies detected
803C2BAA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803C2BF60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803C35FE0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
803C36F80,0.1,isolated micro-cluster (size=6)
803C4D790,0.245,topological outlier in Node2Vec space (DBSCAN outlier)
803C5D5F0,0.0,baseline structural profile; no graph anomalies detected
803C5F940,0.0,baseline structural profile; no graph anomalies detected
803C84C10,0.0,baseline structural profile; no graph anomalies detected
803C907F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803CABBA0,0.0,baseline structural profile; no graph anomalies detected
803CC4680,0.1,isolated micro-cluster (size=7)
803CC8700,0.0,baseline structural profile; no graph anomalies detected
803CC9670,0.0,baseline structural profile; no graph anomalies detected
803CD6B50,0.0,baseline structural profile; no graph anomalies detected
803CDAE00,0.0,baseline structural profile; no graph anomalies detected
803CE0561,0.0,baseline structural profile; no graph anomalies detected
803CEB180,0.0,baseline structural profile; no graph anomalies detected
803CF8F30,0.0,baseline structural profile; no graph anomalies detected
803D02E30,0.268,"topological outlier in Node2Vec space (DBSCAN outlier); high transaction volume (in=29, out=22)"
803D1C990,0.0,baseline structural profile; no graph anomalies detected
803D23610,0.0,baseline structural profile; no graph anomalies detected
803D43820,0.0,baseline structural profile; no graph anomalies detected
803D4E1D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803D69260,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803D69350,0.0,baseline structural profile; no graph anomalies detected
803D83D80,0.0,baseline structural profile; no graph anomalies detected
803D844B0,0.0,baseline structural profile; no graph anomalies detected
803D8D260,0.0,baseline structural profile; no graph anomalies detected
803D9B130,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803D9B1D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803DAA8E0,0.0,baseline structural profile; no graph anomalies detected
803DBF890,0.0,baseline structural profile; no graph anomalies detected
803DC5E80,0.1,isolated micro-cluster (size=7)
803DE70B0,0.0,baseline structural profile; no graph anomalies detected
803DEB120,0.1,isolated micro-cluster (size=6)
803E2FA50,0.0,baseline structural profile; no graph anomalies detected
803E419B0,0.0,baseline structural profile; no graph anomalies detected
803E4D2C0,0.136,isolated micro-cluster (size=6)
803E51BD0,0.1,isolated micro-cluster (size=9)
803E54D80,0.2401,"high flow betweenness centrality (bc=5.77e-07); isolated micro-cluster (size=8); high transaction volume (in=24, out=37)"
803E614B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803EB5240,0.1,isolated micro-cluster (size=6)
803EB6960,0.1,isolated micro-cluster (size=9)
803ECA7F0,0.0,baseline structural profile; no graph anomalies detected
803ED0780,0.0,baseline structural profile; no graph anomalies detected
803EF8310,0.1,isolated micro-cluster (size=8)
803EFA650,0.0,baseline structural profile; no graph anomalies detected
803EFD190,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803F30090,0.0,baseline structural profile; no graph anomalies detected
803F34710,0.0,baseline structural profile; no graph anomalies detected
803F590A0,0.2581,"high flow betweenness centrality (bc=6.92e-07); isolated micro-cluster (size=7); high transaction volume (in=49, out=31)"
803F59280,0.1,isolated micro-cluster (size=7)
803F5DB30,0.1,isolated micro-cluster (size=8)
803FAA9E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803FBC160,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803FBC2F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
803FBE550,0.1,isolated micro-cluster (size=9)
803FBFC60,0.0,baseline structural profile; no graph anomalies detected
804025CB0,0.0,baseline structural profile; no graph anomalies detected
804033B80,0.0,baseline structural profile; no graph anomalies detected
80403FE40,0.0,baseline structural profile; no graph anomalies detected
804055180,0.1,isolated micro-cluster (size=6)
804096C00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8040A80E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8040BDA80,0.1,isolated micro-cluster (size=7)
8040D99A0,0.0,baseline structural profile; no graph anomalies detected
80412AAC0,0.0,baseline structural profile; no graph anomalies detected
80412B270,0.0,baseline structural profile; no graph anomalies detected
80412B460,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80414E740,0.1,isolated micro-cluster (size=9)
804163860,0.0,baseline structural profile; no graph anomalies detected
804165EC0,0.0,baseline structural profile; no graph anomalies detected
804182DD0,0.1,isolated micro-cluster (size=7)
8041BF590,0.1,isolated micro-cluster (size=5)
8041C1790,0.0,baseline structural profile; no graph anomalies detected
8041E8A10,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8041EB080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8041F85A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8042127F0,0.0,baseline structural profile; no graph anomalies detected
80422A620,0.1,isolated micro-cluster (size=6)
80422F270,0.1,isolated micro-cluster (size=7)
80423D550,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80423D5F0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8042552D0,0.0,baseline structural profile; no graph anomalies detected
80426EF50,0.0,baseline structural profile; no graph anomalies detected
804284200,0.0,baseline structural profile; no graph anomalies detected
8042CDCE0,0.0,baseline structural profile; no graph anomalies detected
8042F7CE0,0.1,isolated micro-cluster (size=10)
8043153F0,0.1,isolated micro-cluster (size=5)
80432B8A0,0.0,baseline structural profile; no graph anomalies detected
80436F220,0.0,baseline structural profile; no graph anomalies detected
80438A560,0.1,isolated micro-cluster (size=5)
8043B1D00,0.0,baseline structural profile; no graph anomalies detected
8043D2F30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8043E1CF0,0.1,isolated micro-cluster (size=5)
8043E2050,0.1,isolated micro-cluster (size=5)
8043E20A0,0.1,isolated micro-cluster (size=5)
8043E29F0,0.1,isolated micro-cluster (size=5)
8043E2B80,0.1,isolated micro-cluster (size=5)
8043F4E40,0.2041,"isolated micro-cluster (size=9); high transaction volume (in=38, out=22)"
804405680,0.0,baseline structural profile; no graph anomalies detected
80440B4D0,0.0,baseline structural profile; no graph anomalies detected
804438E30,0.0,baseline structural profile; no graph anomalies detected
804474D60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80448BEB0,0.0,baseline structural profile; no graph anomalies detected
80448C310,0.0,baseline structural profile; no graph anomalies detected
80448E4D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8044CC3A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
8044D7EF0,0.1,isolated micro-cluster (size=9)
80451BD80,0.0,baseline structural profile; no graph anomalies detected
804533720,0.1,isolated micro-cluster (size=10)
8045388E0,0.1,isolated micro-cluster (size=6)
804559BE0,0.1,isolated micro-cluster (size=6)
80455FA80,0.0,baseline structural profile; no graph anomalies detected
80456AC10,0.1,isolated micro-cluster (size=9)
8045722E0,0.0,baseline structural profile; no graph anomalies detected
8045AFF90,0.0,baseline structural profile; no graph anomalies detected
